indicator,Área geográfica,País__ESTANDAR,Años__ESTANDAR,Pobreza extrema y pobreza,Sexo__ESTANDAR,Clima educacional del hogar,value,unit,notes_ids,source_id
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2013,Pobreza,Mujeres,Terciaria completa,0.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2013,Pobreza,Mujeres,Primaria completa,32.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2013,Pobreza,Hombres,Terciaria completa,4.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2013,Pobreza,Hombres,Secundaria incompleta,36.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Hombres,Primaria incompleta,50.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Hombres,Secundaria completa,27.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Hombres,Secundaria incompleta,33.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Mujeres,Secundaria incompleta,32.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Mujeres,Secundaria completa,32.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Hombres,Terciaria completa,2.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Mujeres,Primaria completa,29.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),10.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Mujeres,Primaria incompleta,39.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Hombres,Primaria completa,48.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2014,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),12.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Mujeres,Primaria completa,30.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Mujeres,Primaria incompleta,43.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Mujeres,Secundaria completa,21.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Hombres,Secundaria completa,31.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Hombres,Secundaria incompleta,39.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Mujeres,Secundaria incompleta,26.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Hombres,Terciaria completa,2.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Hombres,Primaria incompleta,50.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),12.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Hombres,Primaria completa,41.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Mujeres,Terciaria completa,1.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2015,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),8.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Hombres,Secundaria completa,27.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Hombres,Terciaria completa,5.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Hombres,Primaria completa,45.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),13.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Mujeres,Secundaria incompleta,35.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),11.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Hombres,Secundaria incompleta,39.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Mujeres,Primaria incompleta,45.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Mujeres,Terciaria completa,8.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Hombres,Primaria incompleta,52.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Mujeres,Primaria completa,36.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2016,Pobreza,Mujeres,Secundaria completa,31.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),9.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Mujeres,Secundaria incompleta,36.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Hombres,Secundaria completa,31.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Mujeres,Primaria completa,28.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Mujeres,Primaria incompleta,46.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Hombres,Primaria completa,44.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Hombres,Primaria incompleta,52.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Hombres,Terciaria completa,5.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Mujeres,Secundaria completa,29.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Hombres,Secundaria incompleta,38.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2017,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),12.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2018,Pobreza,Hombres,Primaria completa,37.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2018,Pobreza,Hombres,Terciaria completa,4.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2018,Pobreza,Mujeres,Primaria incompleta,40.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2018,Pobreza,Hombres,Secundaria completa,30.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2018,Pobreza,Mujeres,Primaria completa,37.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2018,Pobreza,Mujeres,Secundaria incompleta,31.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2018,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),12.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2018,Pobreza,Hombres,Secundaria incompleta,37.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Bolivia (Estado Plurinacional de),2018,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),10.1,Porcentaje,,26
