indicator,País__ESTANDAR,Años__ESTANDAR,Sexo__ESTANDAR,Escolaridad (EH),value,unit,notes_ids,source_id
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Mujeres,13 años y más,6.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Mujeres,6 a 9 años,2.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Hombres,13 años y más,4.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Hombres,Total,4.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Mujeres,0 a 5 años,1.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2018,Hombres,6 a 9 años,5.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Hombres,0 a 5 años,2.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Hombres,13 años y más,4.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Mujeres,0 a 5 años,1.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Mujeres,13 años y más,5.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Hombres,6 a 9 años,4.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Mujeres,10 a 12 años,6.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Mujeres,6 a 9 años,4.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Hombres,Total,4.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Hombres,10 a 12 años,3.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2019,Mujeres,Total,5.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Mujeres,0 a 5 años,3.5,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Hombres,10 a 12 años,9.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Hombres,6 a 9 años,7.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Mujeres,13 años y más,11.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Hombres,13 años y más,10.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Mujeres,Total,9.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Mujeres,10 a 12 años,10.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Hombres,0 a 5 años,3.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Mujeres,6 a 9 años,6.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2020,Hombres,Total,8.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Hombres,13 años y más,7.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Hombres,Total,6.0,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Mujeres,0 a 5 años,3.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Hombres,0 a 5 años,3.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Hombres,6 a 9 años,6.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Mujeres,13 años y más,9.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Mujeres,10 a 12 años,8.3,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Mujeres,6 a 9 años,6.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Hombres,10 a 12 años,5.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2021,Mujeres,Total,7.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Hombres,Total,4.1,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Mujeres,13 años y más,6.6,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Hombres,13 años y más,4.4,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Hombres,10 a 12 años,4.2,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Mujeres,6 a 9 años,4.7,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Hombres,6 a 9 años,4.8,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Mujeres,10 a 12 años,7.5,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Mujeres,0 a 5 años,2.2,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Mujeres,Total,5.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Perú,2022,Hombres,0 a 5 años,1.9,Tasa anual media,8649,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Hombres,10 a 12 años,5.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Hombres,Total,4.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Mujeres,0 a 5 años,8.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Hombres,0 a 5 años,4.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Mujeres,13 años y más,4.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Hombres,13 años y más,3.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Mujeres,10 a 12 años,8.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Mujeres,Total,8.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Hombres,6 a 9 años,5.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2012,Mujeres,6 a 9 años,10.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Mujeres,10 a 12 años,8.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Hombres,0 a 5 años,4.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Mujeres,Total,8.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Hombres,Total,5.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Mujeres,6 a 9 años,10.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Mujeres,0 a 5 años,10.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Hombres,10 a 12 años,5.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Hombres,6 a 9 años,5.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Hombres,13 años y más,3.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2013,Mujeres,13 años y más,4.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Mujeres,0 a 5 años,9.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Hombres,0 a 5 años,4.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Mujeres,Total,8.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Mujeres,10 a 12 años,8.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Mujeres,13 años y más,4.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Mujeres,6 a 9 años,11.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Hombres,13 años y más,3.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Hombres,Total,5.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Hombres,6 a 9 años,6.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2014,Hombres,10 a 12 años,5.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Hombres,6 a 9 años,7.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Hombres,13 años y más,4.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Hombres,10 a 12 años,6.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Mujeres,Total,9.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Mujeres,10 a 12 años,9.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Mujeres,13 años y más,4.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Mujeres,0 a 5 años,11.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Hombres,Total,6.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Mujeres,6 a 9 años,12.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2015,Hombres,0 a 5 años,5.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Hombres,0 a 5 años,5.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Mujeres,Total,9.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Hombres,10 a 12 años,6.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Mujeres,6 a 9 años,13.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Hombres,13 años y más,4.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Mujeres,0 a 5 años,12.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Hombres,Total,6.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Mujeres,10 a 12 años,9.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Mujeres,13 años y más,5.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2016,Hombres,6 a 9 años,7.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Hombres,13 años y más,5.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Hombres,0 a 5 años,5.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Mujeres,0 a 5 años,8.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Hombres,Total,6.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Mujeres,6 a 9 años,13.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Mujeres,13 años y más,5.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Hombres,10 a 12 años,7.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Mujeres,10 a 12 años,9.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Hombres,6 a 9 años,7.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2017,Mujeres,Total,9.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Mujeres,0 a 5 años,8.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Hombres,6 a 9 años,7.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Mujeres,13 años y más,5.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Mujeres,Total,10.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Hombres,0 a 5 años,4.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Hombres,Total,7.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Mujeres,6 a 9 años,13.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Mujeres,10 a 12 años,11.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Hombres,13 años y más,5.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2018,Hombres,10 a 12 años,7.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Hombres,0 a 5 años,5.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Hombres,Total,7.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Mujeres,10 a 12 años,11.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Hombres,10 a 12 años,8.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Mujeres,Total,10.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Mujeres,0 a 5 años,9.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Mujeres,13 años y más,6.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Hombres,6 a 9 años,8.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Mujeres,6 a 9 años,14.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2019,Hombres,13 años y más,5.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Mujeres,10 a 12 años,13.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Hombres,13 años y más,5.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Mujeres,6 a 9 años,16.4,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Mujeres,13 años y más,6.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Mujeres,0 a 5 años,22.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Hombres,10 a 12 años,10.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Hombres,Total,8.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Hombres,0 a 5 años,11.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Mujeres,Total,12.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2020,Hombres,6 a 9 años,9.5,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Mujeres,Total,9.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Hombres,13 años y más,5.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Hombres,0 a 5 años,6.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Hombres,6 a 9 años,8.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Mujeres,0 a 5 años,8.8,Tasa anual media,13639,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Hombres,Total,8.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Mujeres,13 años y más,5.3,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Hombres,10 a 12 años,8.9,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Mujeres,6 a 9 años,12.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2021,Mujeres,10 a 12 años,11.8,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Hombres,Total,7.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Hombres,10 a 12 años,9.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Mujeres,13 años y más,5.2,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Mujeres,10 a 12 años,10.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Mujeres,0 a 5 años,10.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Hombres,6 a 9 años,8.0,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Hombres,0 a 5 años,6.1,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Mujeres,Total,9.6,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Hombres,13 años y más,4.7,Tasa anual media,,26
Tasa de desempleo abierto urbano según años de estudios y sexo,Uruguay,2022,Mujeres,6 a 9 años,13.5,Tasa anual media,,26
